order_id,user_id,created_at,discount_cost,discount_type,basket,month,day,year,cohort
8770,4532,4/7/2022,10000,1.0,16000,4,7,2022,4
8771,2258,4/7/2022,0,0.0,12000,4,7,2022,2
8772,3720,4/7/2022,0,0.0,32000,4,7,2022,3
8773,4010,4/7/2022,0,0.0,20000,4,7,2022,3
8774,4533,4/7/2022,0,0.0,25000,4,7,2022,4
8775,214,4/7/2022,0,0.0,10500,4,7,2022,1
8776,4534,4/7/2022,0,0.0,24000,4,7,2022,4
8777,4535,4/7/2022,0,0.0,15000,4,7,2022,4
8778,671,4/7/2022,8000,1.0,20000,4,7,2022,1
8779,179,4/7/2022,0,0.0,81000,4,7,2022,1
8780,4536,4/7/2022,10000,1.0,36000,4,7,2022,4
8781,3395,4/7/2022,0,0.0,22000,4,7,2022,3
8782,3352,4/7/2022,0,0.0,25000,4,7,2022,3
8783,4537,4/7/2022,10000,1.0,6000,4,7,2022,4
8784,3395,4/7/2022,0,0.0,12000,4,7,2022,3
8785,2146,4/7/2022,8000,1.0,60000,4,7,2022,2
8786,4236,4/7/2022,15000,1.0,40000,4,7,2022,3
8787,42,4/7/2022,0,0.0,30000,4,7,2022,1
8788,4538,4/7/2022,10000,1.0,20000,4,7,2022,4
8789,2574,4/7/2022,0,0.0,20000,4,7,2022,2
8790,2261,4/7/2022,0,0.0,39000,4,7,2022,2
8791,4539,4/7/2022,0,0.0,12000,4,7,2022,4
8792,435,4/7/2022,0,0.0,30000,4,7,2022,1
8793,435,4/7/2022,0,0.0,20000,4,7,2022,1
8794,4540,4/7/2022,0,0.0,12000,4,7,2022,4
8795,4541,4/7/2022,0,0.0,11600,4,7,2022,4
8796,3776,4/7/2022,6000,1.0,11400,4,7,2022,3
8797,2391,4/7/2022,0,0.0,30000,4,7,2022,2
8798,4542,4/7/2022,0,0.0,20000,4,7,2022,4
8799,4089,4/7/2022,40000,1.0,135000,4,7,2022,3
8800,2671,4/7/2022,8000,1.0,35000,4,7,2022,2
8801,4433,4/7/2022,0,0.0,40000,4,7,2022,4
8802,1260,4/7/2022,0,0.0,15000,4,7,2022,1
8803,1125,4/7/2022,0,0.0,60000,4,7,2022,1
8804,4543,4/7/2022,10000,1.0,60000,4,7,2022,4
8805,993,4/7/2022,0,0.0,60000,4,7,2022,1
8806,4544,4/7/2022,10000,1.0,20000,4,7,2022,4
8807,877,4/7/2022,0,0.0,28000,4,7,2022,1
8808,2181,4/7/2022,0,0.0,28000,4,7,2022,2
8809,4545,4/7/2022,10000,1.0,22000,4,7,2022,4
8810,3992,4/7/2022,0,0.0,21000,4,7,2022,3
8811,4546,4/7/2022,15000,1.0,32000,4,7,2022,4
8812,4501,4/7/2022,0,0.0,7000,4,7,2022,4
8813,4547,4/7/2022,0,0.0,24000,4,7,2022,4
8814,4548,4/7/2022,10000,1.0,27000,4,7,2022,4
8815,1286,4/7/2022,0,0.0,26000,4,7,2022,1
8816,1846,4/7/2022,0,0.0,10000,4,7,2022,2
8817,4549,4/7/2022,0,0.0,10000,4,7,2022,4
8818,1769,4/7/2022,0,0.0,40000,4,7,2022,2
8819,3010,4/7/2022,10000,1.0,35000,4,7,2022,2
8820,4546,4/7/2022,8000,1.0,9000,4,7,2022,4
8821,1001,4/7/2022,0,0.0,6000,4,7,2022,1
8822,4550,4/7/2022,10000,1.0,13000,4,7,2022,4
8823,4551,4/7/2022,0,0.0,32000,4,7,2022,4
8824,2642,4/7/2022,0,0.0,13000,4,7,2022,2
8825,4049,4/7/2022,0,0.0,10000,4,7,2022,3
8826,4552,4/7/2022,0,0.0,55000,4,7,2022,4
8827,4553,4/7/2022,10000,1.0,28000,4,7,2022,4
8828,906,4/7/2022,0,0.0,16000,4,7,2022,1
8829,4554,4/7/2022,0,0.0,20000,4,7,2022,4
8830,4555,4/7/2022,10000,1.0,7000,4,7,2022,4
8831,4556,4/7/2022,0,0.0,30000,4,7,2022,4
8832,1963,4/7/2022,10000,1.0,24000,4,7,2022,2
8833,4475,4/7/2022,0,0.0,39000,4,7,2022,4
8834,2945,4/7/2022,10000,1.0,16000,4,7,2022,2
8835,2793,4/7/2022,6000,1.0,50000,4,7,2022,2
8836,2973,4/7/2022,10000,1.0,12000,4,7,2022,2
8837,2620,4/7/2022,0,0.0,16000,4,7,2022,2
8838,4557,4/7/2022,0,0.0,30000,4,7,2022,4
8839,153,4/7/2022,0,0.0,25000,4,7,2022,1
8840,4558,4/7/2022,15000,1.0,21250,4,7,2022,4
8841,4559,4/7/2022,10000,1.0,12000,4,7,2022,4
8842,185,4/7/2022,0,0.0,10000,4,7,2022,1
8843,1030,4/7/2022,0,0.0,42000,4,7,2022,1
8844,1258,4/7/2022,0,0.0,31000,4,7,2022,1
8845,23,4/7/2022,0,0.0,9000,4,7,2022,1
8846,3323,4/7/2022,0,0.0,15000,4,7,2022,3
8847,4560,4/7/2022,0,0.0,20000,4,7,2022,4
8848,4561,4/7/2022,0,0.0,24000,4,7,2022,4
8849,687,4/7/2022,0,0.0,30000,4,7,2022,1
8850,2737,4/7/2022,10000,1.0,12000,4,7,2022,2
8851,300,4/7/2022,6000,1.0,9000,4,7,2022,1
8852,3797,4/7/2022,15000,1.0,18000,4,7,2022,3
8853,507,4/7/2022,0,0.0,12000,4,7,2022,1
8854,4562,4/7/2022,10000,1.0,13000,4,7,2022,4
8855,4563,4/7/2022,0,0.0,40000,4,7,2022,4
8856,2115,4/7/2022,0,0.0,9500,4,7,2022,2
8857,4163,4/7/2022,0,0.0,38000,4,7,2022,3
8858,1452,4/7/2022,0,0.0,14000,4,7,2022,1
8859,177,4/7/2022,12000,1.0,30000,4,7,2022,1
8860,4239,4/7/2022,0,0.0,21000,4,7,2022,3
8861,4474,4/7/2022,15000,1.0,15000,4,7,2022,4
8862,911,4/7/2022,0,0.0,12000,4,7,2022,1
8863,3241,4/7/2022,0,0.0,28000,4,7,2022,3
8864,1782,4/7/2022,0,0.0,31500,4,7,2022,2
8865,4564,4/7/2022,15000,1.0,21000,4,7,2022,4
8866,4565,4/7/2022,10000,1.0,8000,4,7,2022,4
8867,4566,4/7/2022,0,0.0,30000,4,7,2022,4
8868,1573,4/7/2022,10000,1.0,29000,4,7,2022,2
8869,4567,4/7/2022,10000,1.0,15000,4,7,2022,4
8870,4568,4/7/2022,0,0.0,11000,4,7,2022,4
8871,3953,4/7/2022,10000,1.0,18000,4,7,2022,3
8872,4569,4/7/2022,0,0.0,16000,4,7,2022,4
8873,2866,4/7/2022,0,0.0,50000,4,7,2022,2
8874,1782,4/7/2022,0,0.0,50000,4,7,2022,2
8875,2982,4/7/2022,6000,1.0,12000,4,7,2022,2
8876,2765,4/7/2022,10000,1.0,10000,4,7,2022,2
8877,3088,4/7/2022,0,0.0,60000,4,7,2022,3
8878,4570,4/7/2022,0,0.0,13500,4,7,2022,4
8879,912,4/7/2022,0,0.0,13000,4,7,2022,1
8880,918,4/8/2022,0,0.0,8000,4,8,2022,1
8881,4571,4/8/2022,0,0.0,19500,4,8,2022,4
8882,4572,4/8/2022,10000,1.0,8000,4,8,2022,4
8883,1313,4/8/2022,8000,1.0,8000,4,8,2022,1
8884,4573,4/8/2022,0,0.0,17000,4,8,2022,4
8885,4574,4/8/2022,15000,1.0,80000,4,8,2022,4
8886,2231,4/8/2022,0,0.0,8000,4,8,2022,2
8887,4575,4/8/2022,8000,1.0,17000,4,8,2022,4
8888,994,4/8/2022,0,0.0,30000,4,8,2022,1
8889,1784,4/8/2022,0,0.0,16500,4,8,2022,2
8890,3790,4/8/2022,0,0.0,50000,4,8,2022,3
8891,994,4/8/2022,0,0.0,30000,4,8,2022,1
8892,4576,4/8/2022,0,0.0,37000,4,8,2022,4
8893,4577,4/8/2022,0,0.0,10000,4,8,2022,4
8894,4030,4/8/2022,6000,1.0,35000,4,8,2022,3
8895,4578,4/8/2022,10000,1.0,21000,4,8,2022,4
8896,4579,4/8/2022,0,0.0,10000,4,8,2022,4
8897,4580,4/8/2022,10000,1.0,19000,4,8,2022,4
8898,4581,4/8/2022,10000,1.0,17400,4,8,2022,4
8899,3068,4/8/2022,0,0.0,24000,4,8,2022,3
8900,3505,4/8/2022,0,0.0,16000,4,8,2022,3
8901,3110,4/8/2022,10000,1.0,14000,4,8,2022,3
8902,289,4/8/2022,0,0.0,8000,4,8,2022,1
8903,2549,4/8/2022,10000,1.0,12000,4,8,2022,2
8904,2740,4/8/2022,10000,1.0,18000,4,8,2022,2
8905,986,4/8/2022,10000,1.0,24000,4,8,2022,1
8906,4582,4/8/2022,15000,1.0,32000,4,8,2022,4
8907,621,4/8/2022,0,0.0,10000,4,8,2022,1
8908,2705,4/8/2022,0,0.0,10000,4,8,2022,2
8909,2888,4/8/2022,10000,1.0,20000,4,8,2022,2
8910,4502,4/8/2022,0,0.0,35000,4,8,2022,4
8911,4583,4/8/2022,0,0.0,12000,4,8,2022,4
8912,4584,4/8/2022,0,0.0,8000,4,8,2022,4
8913,3935,4/8/2022,0,0.0,15000,4,8,2022,3
8914,1069,4/8/2022,0,0.0,30000,4,8,2022,1
8915,4585,4/8/2022,0,0.0,10000,4,8,2022,4
8916,1507,4/8/2022,0,0.0,12000,4,8,2022,2
8917,557,4/8/2022,0,0.0,40000,4,8,2022,1
8918,4586,4/8/2022,0,0.0,40000,4,8,2022,4
8919,1490,4/8/2022,0,0.0,5000,4,8,2022,1
8920,1062,4/8/2022,0,0.0,14000,4,8,2022,1
8921,2689,4/8/2022,0,0.0,24000,4,8,2022,2
8922,1864,4/8/2022,0,0.0,7000,4,8,2022,2
8923,4587,4/8/2022,0,0.0,23000,4,8,2022,4
8924,3199,4/8/2022,0,0.0,20000,4,8,2022,3
8925,3979,4/8/2022,0,0.0,30000,4,8,2022,3
8926,4588,4/8/2022,0,0.0,20000,4,8,2022,4
8927,4080,4/8/2022,0,0.0,14000,4,8,2022,3
8928,4589,4/8/2022,0,0.0,10000,4,8,2022,4
8929,2520,4/8/2022,0,0.0,10000,4,8,2022,2
8930,2554,4/8/2022,12000,1.0,20000,4,8,2022,2
8931,2787,4/8/2022,0,0.0,10000,4,8,2022,2
8932,4590,4/8/2022,0,0.0,12000,4,8,2022,4
8933,4591,4/8/2022,0,0.0,15000,4,8,2022,4
8934,4050,4/8/2022,0,0.0,10000,4,8,2022,3
8935,1681,4/8/2022,0,0.0,55000,4,8,2022,2
8936,4451,4/8/2022,8000,1.0,24000,4,8,2022,4
8937,2560,4/8/2022,0,0.0,20000,4,8,2022,2
8938,1348,4/8/2022,10000,1.0,30000,4,8,2022,1
8939,2701,4/8/2022,0,0.0,50000,4,8,2022,2
8940,4592,4/8/2022,0,0.0,15000,4,8,2022,4
8941,3431,4/8/2022,0,0.0,36000,4,8,2022,3
8942,631,4/8/2022,0,0.0,18000,4,8,2022,1
8943,3845,4/8/2022,0,0.0,15500,4,8,2022,3
8944,827,4/8/2022,0,0.0,36000,4,8,2022,1
8945,2242,4/8/2022,0,0.0,8000,4,8,2022,2
8946,3294,4/8/2022,10000,1.0,10000,4,8,2022,3
8947,4593,4/8/2022,0,0.0,14000,4,8,2022,4
8948,4594,4/8/2022,8000,1.0,12000,4,8,2022,4
8949,4595,4/8/2022,15000,1.0,27000,4,8,2022,4
8950,851,4/8/2022,0,0.0,25000,4,8,2022,1
8951,4596,4/8/2022,0,0.0,32000,4,8,2022,4
8952,4597,4/8/2022,10000,1.0,14000,4,8,2022,4
8953,3729,4/8/2022,0,0.0,22500,4,8,2022,3
8954,4598,4/8/2022,10000,1.0,29000,4,8,2022,4
8955,1126,4/8/2022,0,0.0,10000,4,8,2022,1
8956,1728,4/8/2022,0,0.0,26000,4,8,2022,2
8957,464,4/8/2022,0,0.0,25000,4,8,2022,1
8958,2588,4/8/2022,0,0.0,42000,4,8,2022,2
8959,2158,4/8/2022,10000,1.0,12000,4,8,2022,2
8960,4599,4/8/2022,0,0.0,18000,4,8,2022,4
8961,4600,4/8/2022,10000,1.0,16000,4,8,2022,4
8962,3978,4/8/2022,0,0.0,45000,4,8,2022,3
8963,1485,4/8/2022,0,0.0,20000,4,8,2022,1
8964,2120,4/8/2022,0,0.0,40000,4,8,2022,2
8965,145,4/8/2022,0,0.0,8000,4,8,2022,1
8966,4601,4/8/2022,15000,1.0,15000,4,8,2022,4
8967,1336,4/8/2022,0,0.0,6000,4,8,2022,1
8968,4602,4/8/2022,0,0.0,20000,4,8,2022,4
8969,4603,4/8/2022,0,0.0,10000,4,8,2022,4
8970,387,4/8/2022,0,0.0,12000,4,8,2022,1
8971,4604,4/8/2022,10000,1.0,20000,4,8,2022,4
8972,4605,4/8/2022,10000,1.0,15000,4,8,2022,4
8973,261,4/8/2022,0,0.0,37000,4,8,2022,1
8974,2716,4/8/2022,0,0.0,102000,4,8,2022,2
8975,517,4/8/2022,0,0.0,69000,4,8,2022,1
8976,877,4/8/2022,0,0.0,21000,4,8,2022,1
8977,2768,4/8/2022,0,0.0,40000,4,8,2022,2
8978,214,4/8/2022,0,0.0,36000,4,8,2022,1
8979,4606,4/8/2022,10000,1.0,6000,4,8,2022,4
8980,4607,4/8/2022,0,0.0,6750,4,8,2022,4
8981,2168,4/8/2022,10000,1.0,18000,4,8,2022,2
8982,4608,4/8/2022,0,0.0,30000,4,8,2022,4
8983,364,4/8/2022,0,0.0,36000,4,8,2022,1
8984,2671,4/8/2022,0,0.0,16000,4,8,2022,2
8985,2167,4/8/2022,6000,1.0,14000,4,8,2022,2
8986,1678,4/8/2022,0,0.0,10000,4,8,2022,2
8987,4609,4/8/2022,8000,1.0,20000,4,8,2022,4
8988,3278,4/8/2022,10000,1.0,24000,4,8,2022,3
8989,4356,4/8/2022,0,0.0,21000,4,8,2022,4
8990,690,4/8/2022,0,0.0,48000,4,8,2022,1
8991,3177,4/8/2022,0,0.0,10000,4,8,2022,3
8992,479,4/8/2022,0,0.0,47000,4,8,2022,1
8993,2162,4/8/2022,10000,1.0,15200,4,8,2022,2
8994,806,4/8/2022,0,0.0,28000,4,8,2022,1
8995,2188,4/8/2022,0,0.0,12000,4,8,2022,2
8996,1771,4/8/2022,0,0.0,24000,4,8,2022,2
8997,2188,4/8/2022,0,0.0,5000,4,8,2022,2
8998,4610,4/8/2022,0,0.0,17000,4,8,2022,4
8999,212,4/8/2022,0,0.0,16000,4,8,2022,1
9000,507,4/8/2022,0,0.0,12000,4,8,2022,1
9001,4611,4/8/2022,10000,1.0,12000,4,8,2022,4
9002,2393,4/8/2022,10000,1.0,12000,4,8,2022,2
9003,4612,4/8/2022,10000,1.0,8000,4,8,2022,4
9004,4613,4/8/2022,0,0.0,39000,4,8,2022,4
9005,4614,4/8/2022,0,0.0,8000,4,8,2022,4
9006,4615,4/8/2022,0,0.0,12000,4,8,2022,4
9007,4616,4/8/2022,10000,1.0,20000,4,8,2022,4
9008,4617,4/8/2022,10000,1.0,30000,4,8,2022,4
9009,1495,4/8/2022,0,0.0,20000,4,8,2022,1
9010,3323,4/8/2022,0,0.0,14000,4,8,2022,3
9011,4618,4/8/2022,0,0.0,12000,4,8,2022,4
9012,1588,4/8/2022,10000,1.0,45000,4,8,2022,2
9013,4619,4/8/2022,15000,1.0,18000,4,8,2022,4
9014,481,4/8/2022,6000,1.0,12000,4,8,2022,1
9015,4620,4/8/2022,10000,1.0,36000,4,8,2022,4
9016,4621,4/8/2022,0,0.0,11000,4,8,2022,4
9017,4622,4/8/2022,15000,1.0,53000,4,8,2022,4
9018,1538,4/8/2022,0,0.0,10000,4,8,2022,2
9019,4623,4/8/2022,10000,1.0,14000,4,8,2022,4
9020,4624,4/8/2022,0,0.0,12000,4,8,2022,4
9021,2683,4/8/2022,10000,1.0,18000,4,8,2022,2
9022,4397,4/8/2022,0,0.0,28000,4,8,2022,4
9023,3198,4/8/2022,0,0.0,22000,4,8,2022,3
9024,669,4/8/2022,0,0.0,14000,4,8,2022,1
9025,4625,4/8/2022,0,0.0,8000,4,8,2022,4
9026,4626,4/8/2022,10000,1.0,14000,4,8,2022,4
9027,2304,4/8/2022,0,0.0,66750,4,8,2022,2
9028,3074,4/8/2022,0,0.0,14000,4,8,2022,3
9029,4627,4/8/2022,0,0.0,60000,4,8,2022,4
9030,3890,4/8/2022,10000,1.0,12500,4,8,2022,3
9031,4628,4/8/2022,0,0.0,40000,4,8,2022,4
9032,4629,4/8/2022,15000,1.0,14400,4,8,2022,4
9033,916,4/8/2022,0,0.0,15000,4,8,2022,1
9034,839,4/8/2022,0,0.0,8000,4,8,2022,1
9035,4514,4/8/2022,10000,1.0,25650,4,8,2022,4
9036,4630,4/8/2022,10000,1.0,15000,4,8,2022,4
9037,4631,4/8/2022,0,0.0,6600,4,8,2022,4
9038,4632,4/8/2022,0,0.0,33000,4,8,2022,4
9039,4499,4/8/2022,0,0.0,14000,4,8,2022,4
9040,3524,4/8/2022,6000,1.0,27000,4,8,2022,3
9041,1407,4/8/2022,0,0.0,28000,4,8,2022,1
9042,2582,4/8/2022,0,0.0,35000,4,8,2022,2
9043,4633,4/8/2022,0,0.0,28500,4,8,2022,4
9044,3084,4/8/2022,10000,1.0,15000,4,8,2022,3
9045,4634,4/8/2022,0,0.0,15000,4,8,2022,4
9046,4635,4/8/2022,0,0.0,20000,4,8,2022,4
9047,4474,4/8/2022,12000,1.0,18000,4,8,2022,4
9048,4486,4/8/2022,0,0.0,10000,4,8,2022,4
9049,405,4/8/2022,0,0.0,20000,4,8,2022,1
9050,4636,4/8/2022,0,0.0,90000,4,8,2022,4
9051,4637,4/8/2022,0,0.0,49000,4,8,2022,4
9052,3359,4/8/2022,0,0.0,19000,4,8,2022,3
9053,627,4/8/2022,0,0.0,12000,4,8,2022,1
9054,3080,4/8/2022,0,0.0,31500,4,8,2022,3
9055,4638,4/8/2022,0,0.0,10000,4,8,2022,4
9056,362,4/8/2022,0,0.0,49000,4,8,2022,1
9057,4639,4/8/2022,10000,1.0,45000,4,8,2022,4
9058,4640,4/8/2022,0,0.0,20000,4,8,2022,4
9059,4641,4/8/2022,0,0.0,35000,4,8,2022,4
9060,1146,4/8/2022,0,0.0,50000,4,8,2022,1
9061,1247,4/8/2022,10000,1.0,22000,4,8,2022,1
9062,4642,4/8/2022,12000,1.0,20000,4,8,2022,4
9063,2150,4/8/2022,0,0.0,55000,4,8,2022,2
9064,2166,4/8/2022,0,0.0,14000,4,8,2022,2
9065,4643,4/8/2022,10000,1.0,10000,4,8,2022,4
9066,3631,4/8/2022,0,0.0,9000,4,8,2022,3
9067,1290,4/8/2022,0,0.0,20000,4,8,2022,1
9068,4644,4/8/2022,0,0.0,62000,4,8,2022,4
9069,4645,4/8/2022,10000,1.0,10000,4,8,2022,4
9070,3276,4/9/2022,0,0.0,10000,4,9,2022,3
9071,3823,4/9/2022,0,0.0,9000,4,9,2022,3
9072,4646,4/9/2022,10000,1.0,12000,4,9,2022,4
9073,4426,4/9/2022,0,0.0,5000,4,9,2022,4
9074,1380,4/9/2022,0,0.0,16000,4,9,2022,1
9075,3789,4/9/2022,0,0.0,10000,4,9,2022,3
9076,926,4/9/2022,0,0.0,7000,4,9,2022,1
9077,4647,4/9/2022,9500,1.0,9000,4,9,2022,4
9078,500,4/9/2022,0,0.0,5500,4,9,2022,1
9079,3594,4/9/2022,0,0.0,27000,4,9,2022,3
9080,4648,4/9/2022,10000,1.0,5500,4,9,2022,4
9081,4649,4/9/2022,0,0.0,30000,4,9,2022,4
9082,1281,4/9/2022,0,0.0,15000,4,9,2022,1
9083,1105,4/9/2022,0,0.0,6000,4,9,2022,1
9084,3464,4/9/2022,0,0.0,14000,4,9,2022,3
9085,3525,4/9/2022,0,0.0,7000,4,9,2022,3
9086,29,4/9/2022,0,0.0,35000,4,9,2022,1
9087,4650,4/9/2022,0,0.0,20000,4,9,2022,4
9088,4651,4/9/2022,10000,1.0,7000,4,9,2022,4
9089,185,4/9/2022,0,0.0,12000,4,9,2022,1
9090,4652,4/9/2022,0,0.0,10000,4,9,2022,4
9091,2024,4/9/2022,0,0.0,30000,4,9,2022,2
9092,4073,4/9/2022,0,0.0,45000,4,9,2022,3
9093,1892,4/9/2022,0,0.0,12000,4,9,2022,2
9094,4653,4/9/2022,0,0.0,39000,4,9,2022,4
9095,2198,4/9/2022,0,0.0,10000,4,9,2022,2
9096,4538,4/9/2022,15000,1.0,21000,4,9,2022,4
9097,4654,4/9/2022,10000,1.0,40000,4,9,2022,4
9098,1968,4/9/2022,0,0.0,30000,4,9,2022,2
9099,367,4/9/2022,0,0.0,9900,4,9,2022,1
9100,10,4/9/2022,6000,1.0,50000,4,9,2022,1
9101,4655,4/9/2022,0,0.0,29500,4,9,2022,4
9102,4019,4/9/2022,0,0.0,14000,4,9,2022,3
9103,3141,4/9/2022,2600,1.0,26000,4,9,2022,3
9104,4656,4/9/2022,10000,1.0,31000,4,9,2022,4
9105,4657,4/9/2022,0,0.0,24000,4,9,2022,4
9106,2748,4/9/2022,0,0.0,44000,4,9,2022,2
9107,1156,4/9/2022,0,0.0,45000,4,9,2022,1
9108,385,4/9/2022,6000,1.0,21000,4,9,2022,1
9109,4658,4/9/2022,10000,1.0,12000,4,9,2022,4
9110,4659,4/9/2022,8000,1.0,20000,4,9,2022,4
9111,2223,4/9/2022,6000,1.0,8000,4,9,2022,2
9112,2240,4/9/2022,0,0.0,5250,4,9,2022,2
9113,2982,4/9/2022,0,0.0,10000,4,9,2022,2
9114,4660,4/9/2022,0,0.0,20000,4,9,2022,4
9115,2570,4/9/2022,0,0.0,32000,4,9,2022,2
9116,4,4/9/2022,0,0.0,27600,4,9,2022,11
9117,3241,4/9/2022,0,0.0,26000,4,9,2022,3
9118,4661,4/9/2022,10000,1.0,18000,4,9,2022,4
9119,172,4/9/2022,0,0.0,14000,4,9,2022,1
9120,4662,4/9/2022,0,0.0,16000,4,9,2022,4
9121,415,4/9/2022,0,0.0,10000,4,9,2022,1
9122,4274,4/9/2022,10000,1.0,14000,4,9,2022,3
9123,806,4/9/2022,0,0.0,14000,4,9,2022,1
9124,4663,4/9/2022,0,0.0,18000,4,9,2022,4
9125,984,4/9/2022,0,0.0,20000,4,9,2022,1
9126,3241,4/9/2022,0,0.0,14500,4,9,2022,3
9127,1125,4/9/2022,0,0.0,23000,4,9,2022,1
9128,868,4/9/2022,12000,1.0,14000,4,9,2022,1
9129,349,4/9/2022,0,0.0,15000,4,9,2022,1
9130,4664,4/9/2022,0,0.0,18000,4,9,2022,4
9131,4665,4/9/2022,10000,1.0,20000,4,9,2022,4
9132,589,4/9/2022,10000,1.0,16000,4,9,2022,1
9133,4666,4/9/2022,10000,1.0,6000,4,9,2022,4
9134,4667,4/9/2022,10000,1.0,51000,4,9,2022,4
9135,4665,4/9/2022,0,0.0,10000,4,9,2022,4
9136,4668,4/9/2022,8000,1.0,22500,4,9,2022,4
9137,3243,4/9/2022,0,0.0,10000,4,9,2022,3
9138,4669,4/9/2022,10000,1.0,16000,4,9,2022,4
9139,4670,4/9/2022,15000,1.0,20000,4,9,2022,4
9140,3177,4/9/2022,0,0.0,12000,4,9,2022,3
9141,75,4/9/2022,0,0.0,21000,4,9,2022,1
9142,4671,4/9/2022,0,0.0,7000,4,9,2022,4
9143,4672,4/9/2022,0,0.0,20000,4,9,2022,4
9144,3278,4/9/2022,8000,1.0,24000,4,9,2022,3
9145,4278,4/9/2022,0,0.0,32000,4,9,2022,3
9146,1878,4/9/2022,0,0.0,32000,4,9,2022,2
9147,4673,4/9/2022,0,0.0,21000,4,9,2022,4
9148,4674,4/9/2022,10000,1.0,14000,4,9,2022,4
9149,2703,4/9/2022,0,0.0,14400,4,9,2022,2
9150,4675,4/9/2022,0,0.0,6000,4,9,2022,4
9151,2775,4/9/2022,0,0.0,16000,4,9,2022,2
9152,1509,4/9/2022,0,0.0,48000,4,9,2022,2
9153,4676,4/9/2022,10000,1.0,15000,4,9,2022,4
9154,4676,4/9/2022,10000,1.0,20000,4,9,2022,4
9155,2615,4/9/2022,12000,1.0,16000,4,9,2022,2
9156,4677,4/9/2022,0,0.0,30000,4,9,2022,4
9157,2386,4/9/2022,0,0.0,27000,4,9,2022,2
9158,364,4/9/2022,0,0.0,12000,4,9,2022,1
9159,4406,4/9/2022,0,0.0,27000,4,9,2022,4
9160,3323,4/9/2022,0,0.0,12000,4,9,2022,3
9161,289,4/9/2022,0,0.0,15000,4,9,2022,1
9162,4678,4/9/2022,0,0.0,30000,4,9,2022,4
9163,3393,4/9/2022,0,0.0,25000,4,9,2022,3
9164,2279,4/9/2022,0,0.0,44000,4,9,2022,2
9165,3045,4/9/2022,8000,1.0,12000,4,9,2022,3
9166,4626,4/9/2022,3500,1.0,7000,4,9,2022,4
9167,1963,4/9/2022,10000,1.0,24000,4,9,2022,2
9168,4679,4/9/2022,0,0.0,10000,4,9,2022,4
9169,916,4/9/2022,0,0.0,15000,4,9,2022,1
9170,839,4/9/2022,0,0.0,8000,4,9,2022,1
9171,4680,4/9/2022,10000,1.0,32000,4,9,2022,4
9172,4681,4/9/2022,8000,1.0,23000,4,9,2022,4
9173,4682,4/9/2022,10000,1.0,5000,4,9,2022,4
9174,4683,4/9/2022,10000,1.0,16000,4,9,2022,4
9175,1971,4/9/2022,0,0.0,10000,4,9,2022,2
9176,4684,4/9/2022,10000,1.0,20000,4,9,2022,4
9177,1921,4/9/2022,0,0.0,14000,4,9,2022,2
9178,4364,4/9/2022,0,0.0,5000,4,9,2022,4
9179,4685,4/9/2022,0,0.0,7500,4,9,2022,4
9180,4686,4/9/2022,0,0.0,43000,4,9,2022,4
9181,4687,4/9/2022,10000,1.0,20000,4,9,2022,4
9182,298,4/9/2022,0,0.0,14000,4,9,2022,1
9183,1953,4/9/2022,0,0.0,8000,4,9,2022,2
9184,4463,4/9/2022,0,0.0,50000,4,9,2022,4
9185,4516,4/9/2022,10000,1.0,10000,4,9,2022,4
9186,1748,4/9/2022,0,0.0,5000,4,9,2022,2
9187,4688,4/9/2022,0,0.0,14000,4,9,2022,4
9188,4689,4/9/2022,0,0.0,7000,4,9,2022,4
9189,4511,4/9/2022,0,0.0,10000,4,9,2022,4
9190,4690,4/9/2022,10000,1.0,24000,4,9,2022,4
9191,4638,4/9/2022,0,0.0,10000,4,9,2022,4
9192,4426,4/9/2022,0,0.0,16000,4,9,2022,4
9193,2264,4/9/2022,0,0.0,24000,4,9,2022,2
9194,4691,4/9/2022,0,0.0,30000,4,9,2022,4
9195,761,4/9/2022,0,0.0,30000,4,9,2022,1
9196,4692,4/9/2022,10000,1.0,6000,4,9,2022,4
9197,4693,4/9/2022,0,0.0,12000,4,9,2022,4
9198,4694,4/9/2022,0,0.0,21000,4,9,2022,4
9199,4114,4/9/2022,0,0.0,45000,4,9,2022,3
9200,4695,4/9/2022,0,0.0,25000,4,9,2022,4
9201,4696,4/9/2022,0,0.0,8000,4,9,2022,4
9202,481,4/9/2022,10000,1.0,18000,4,9,2022,1
9203,507,4/9/2022,0,0.0,7000,4,9,2022,1
9204,2816,4/9/2022,0,0.0,50000,4,9,2022,2
9205,4697,4/9/2022,10000,1.0,12000,4,9,2022,4
9206,3725,4/9/2022,6000,1.0,20000,4,9,2022,3
9207,143,4/9/2022,0,0.0,32000,4,9,2022,1
9208,4698,4/9/2022,0,0.0,10000,4,9,2022,4
9209,4699,4/9/2022,0,0.0,8550,4,9,2022,4
9210,4700,4/9/2022,0,0.0,12000,4,9,2022,4
9211,4042,4/9/2022,0,0.0,50000,4,9,2022,3
9212,4701,4/9/2022,0,0.0,20000,4,9,2022,4
9213,3094,4/9/2022,0,0.0,24000,4,9,2022,3
9214,4419,4/9/2022,0,0.0,21000,4,9,2022,4
9215,3541,4/9/2022,10000,1.0,20000,4,9,2022,3
9216,3594,4/9/2022,0,0.0,8800,4,9,2022,3
9217,4702,4/9/2022,0,0.0,10000,4,9,2022,4
